url|pdf_filename|symbol|title|authors|pdf_url|pdf_language|abstract|meeting|doctype|topics|keywords|countries|pubdate|year
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600007036|FCCC-CP-2012-INF.1.pdf|FCCC/CP/2012/INF.1|Submissions on information from developed country Parties on the resources provided to fulfil the commitment referred to in decision 1/CP.16, paragraph 95. Note by the secretariat.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2012/cop18/eng/inf01.pdf|EN|The Conference of the Parties (COP) at its sixteenth session invited developed country Parties to submit to the secretariat for compilation into an information document, by May 2011, 2012 and 2013, information on the resources provided to fulfil the commitment by developed countries to provide new and additional resources, including forestry and investments, through international institutions, approaching USD 30 billion for the period 2010-2012, with a balanced allocation between adaptation and mitigation, including ways in which developing country Parties access these resources. This document contains the information provided by the developed country Parties by 2012 in response to this invitation by the COP|Conference of the Parties (COP), Eighteenth session, 26 November - 7 December 2012, Doha, Qatar|party submissions|funding sources|financial assistance;financial resources;forestry;submissions||2012-08-31|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600007014|FCCC-IDR.5-BGR.pdf|FCCC/IDR.5/BGR|Bulgaria. Report of the in-depth review of the fifth national communication of Bulgaria.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2011/idr/bgr05.pdf|EN|Parties included in Annex I to the Convention are requested, in accordance with decision 10/CP.13, to submit a fifth national communication to the secretariat by 1 January 2010. In accordance with decision 8/CMP.3, Parties included in Annex I to the Convention that are also Parties to the Kyoto Protocol shall include in their fifth national communications supplementary information under Article 7, paragraph 2, of the Kyoto Protocol. In accordance with decision 15/CMP.1, these Parties shall start reporting the information under Article 7, paragraph 1, of the Kyoto Protocol with the inventory submission due under the Convention for the first year of the commitment period. This includes supplementary information on the minimization of adverse impacts in accordance with Article 3, paragraph 14, of the Kyoto Protocol. This report presents the results of the in-depth review of the fifth national communication of Bulgaria conducted by an expert review team in accordance with the relevant provisions of the Convention and Article 8 of the Kyoto Protocol||in-depth review|national communications;review process|adaptation measures;adverse effects of climate change;Annex I Parties;education, training and public awareness;emissions;financial resources;policies and measures;projections;removal;research and systematic observation;technology transfer;vulnerability assessment||2012-07-30|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600007001|FCCC-IDR.5-AUS.pdf|FCCC/IDR.5/AUS|Australia. Report of the in-depth review of the fifth national communication of Australia.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2011/idr/aus05.pdf|EN|Parties included in Annex I to the Convention are requested, in accordance with decision 10/CP.13, to submit a fifth national communication to the secretariat by 1 January 2010. In accordance with decision 8/CMP.3, Parties included in Annex I to the Convention that are also Parties to the Kyoto Protocol shall include in their fifth national communications supplementary information under Article 7, paragraph 2, of the Kyoto Protocol. In accordance with decision 15/CMP.1, these Parties shall start reporting the information under Article 7, paragraph 1, of the Kyoto Protocol with the inventory submission due under the Convention for the first year of the commitment period. This includes supplementary information on the minimization of adverse impacts in accordance with Article 3, paragraph 14, of the Kyoto Protocol. This report presents the results of the in-depth review of the fifth national communication of Australia conducted by an expert review team in accordance with the relevant provisions of the Convention and Article 8 of the Kyoto Protocol||in-depth review|national communications;review process|adaptation measures;Annex I Parties;education, training and public awareness;emissions;financial resources;policies and measures;projections;removal;research and systematic observation;technology transfer;vulnerability assessment||2012-07-13|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600007002|FCCC-IDR.5-LUX.pdf|FCCC/IDR.5/LUX|Luxembourg. Report of the in-depth review of the fifth national communication of Luxembourg.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2011/idr/lux05.pdf|EN|Parties included in Annex I to the Convention are requested, in accordance with decision 10/CP.13, to submit a fifth national communication to the secretariat by 1 January 2010. In accordance with decision 8/CMP.3, Parties included in Annex I to the Convention that are also Parties to the Kyoto Protocol shall include in their fifth national communications supplementary information under Article 7, paragraph 2, of the Kyoto Protocol. In accordance with decision 15/CMP.1, these Parties shall start reporting the information under Article 7, paragraph 1, of the Kyoto Protocol with the inventory submission due under the Convention for the first year of the commitment period. This includes supplementary information on the minimization of adverse impacts in accordance with Article 3, paragraph 14, of the Kyoto Protocol. This report presents the results of the in-depth review of the fifth national communication of Luxembourg conducted by an expert review team in accordance with the relevant provisions of the Convention and Article 8 of the Kyoto Protocol||in-depth review|national communications;review process|adaptation measures;Annex I Parties;education, training and public awareness;emissions;financial resources;policies and measures;projections;removal;research and systematic observation;technology transfer;vulnerability assessment||2012-07-13|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006998|FCCC-SBI-2012-15-Add.2.pdf|FCCC/SBI/2012/15/Add.2|Report of the Subsidiary Body for Implementation on its thirty-sixth session, held in Bonn from 14 to 25 May 2012. Addendum. Draft texts under consideration by the Subsidiary Body for Implementation. Draft text under consideration by the Conference of the Parties and by the Conference of the Parties serving as the meeting of the Parties to the Kyoto Protocol.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2012/sbi/eng/15a02.pdf|EN||Bonn Climate Change Conference - May 2012, SBI 36|meeting reports||commitments;conference reports;groups of experts;national communications;privileges and immunities;science and technology;technology transfer||2012-07-06|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006967|FCCC-IDR.5-BLR.pdf|FCCC/IDR.5/BLR|Belarus. Report of the in-depth review of the fifth national communication of Belarus.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2011/idr/blr05.pdf|EN|Parties included in Annex I to the Convention are requested, in accordance with decision 10/CP.13, to submit a fifth national communication to the secretariat by 1 January 2010. This report presents the results of the in-depth review of the fifth national communication of Belarus conducted by an expert review team in accordance with the relevant provisions of the Convention and Article 8 of the Kyoto Protocol||in-depth review|national communications;review process|adaptation measures;Annex I Parties;education, training and public awareness;emissions;financial resources;policies and measures;projections;removal;research and systematic observation;technology transfer;vulnerability assessment||2012-06-19|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006941|FCCC-AWGLCA-2012-CRP.1.pdf|FCCC/AWGLCA/2012/CRP.1|Submission from Ecuador.|UNFCCC. Secretariat;Ecuador|http://unfccc.int/resource/docs/2012/awglca15/eng/crp01.pdf|EN|On 24 May 2012, the secretariat received a submission from a Party. The secretariat was requested to issue a conference room paper containing this submission. The submission is attached and reproduced in the language in which it was received and without formal editing|Ad Hoc Working Group on Long-Term Cooperative Action under the Convention (AWGLCA), Fifteenth session, 15-24 May 2012, Bonn, Germany|party submissions||financial resources;mitigation;submissions;technology||2012-05-25|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006942|FCCC-AWGLCA-2012-CRP.2.pdf|FCCC/AWGLCA/2012/CRP.2|Submission from Swaziland on behalf of the African Group.|UNFCCC. Secretariat;Swaziland;African Group|http://unfccc.int/resource/docs/2012/awglca15/eng/crp02.pdf|EN|On 24 May 2012, the secretariat received a submission from a group of Parties. The secretariat was requested to issue a conference room paper containing this submission. The submission is attached and reproduced in the language in which it was received and without formal editing|Ad Hoc Working Group on Long-Term Cooperative Action under the Convention (AWGLCA), Fifteenth session, 15-24 May 2012, Bonn, Germany|party submissions||adaptation to climate change;economic aspects;financial resources;mitigation;submissions;technology||2012-05-25|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006939|FCCC-SBI-2012-L.26.pdf|FCCC/SBI/2012/L.26|Article 6 of the Convention. Draft conclusions proposed by the Chair.|UNFCCC. Subsidiary Body for Implementation (SBI)|http://unfccc.int/resource/docs/2012/sbi/eng/l26.pdf|EN||Subsidiary Body for Implementation (SBI), Thirty-sixth session, 14-25 May 2012, Bonn, Germany|meeting papers|education, training and public awareness|clearing houses;gender equality;mitigation||2012-05-25|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006935|FCCC-SBSTA-2012-L.18_FCCC-SBI-2012-L.25.pdf|FCCC/SBSTA/2012/L.18; FCCC/SBI/2012/L.25|Forum and work programme on the impact of the implementation of response measures. Draft conclusions proposed by the Chairs.|UNFCCC. Subsidiary Body for Scientific and Technological Advice (SBSTA)|http://unfccc.int/resource/docs/2012/sbsta/eng/l18.pdf|EN||Subsidiary Body for Scientific and Technological Advice (SBSTA), Thirty-sixth session, 14-25 May 2012, Bonn, Germany|meeting papers||adaptation to climate change;work programme||2012-05-24|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006902|FCCC-SBI-2012-L.9.pdf|FCCC/SBI/2012/L.9|Privileges and immunities for individuals serving on constituted bodies established under the Kyoto Protocol. Draft conclusions proposed by the Chair.|UNFCCC. Subsidiary Body for Implementation (SBI)|http://unfccc.int/resource/docs/2012/sbi/eng/l09.pdf|EN||Subsidiary Body for Implementation (SBI), Thirty-sixth session, 14-25 May 2012, Bonn, Germany|meeting papers|administrative matters|Adaptation Fund Board;administrative and financial matters;Compliance Committee;expert review teams;JISC;legal aspects;privileges and immunities||2012-05-23|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006906|FCCC-SBI-2012-L.13.pdf|FCCC/SBI/2012/L.13|Initial review of the Adaptation Fund under the Kyoto Protocol. Draft conclusions proposed by the Chair.|UNFCCC. Subsidiary Body for Implementation (SBI)|http://unfccc.int/resource/docs/2012/sbi/eng/l13.pdf|EN||Subsidiary Body for Implementation (SBI), Thirty-sixth session, 14-25 May 2012, Bonn, Germany|meeting papers|Adaptation Fund|Adaptation Fund Board;financial resources;GEF;LDC Fund;Special Climate Change Fund||2012-05-23|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006907|FCCC-SBI-2012-L.14.pdf|FCCC/SBI/2012/L.14|Other matters relating to finance. Draft conclusions proposed by the Chair.|UNFCCC. Subsidiary Body for Implementation (SBI)|http://unfccc.int/resource/docs/2012/sbi/eng/l14.pdf|EN||Subsidiary Body for Implementation (SBI), Thirty-sixth session, 14-25 May 2012, Bonn, Germany|meeting papers|finance|financial resources;GEF;LDC Fund;least developed countries;LEG;Special Climate Change Fund;work programme||2012-05-23|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006895|FCCC-SBI-2012-L.7.pdf|FCCC/SBI/2012/L.7|National adaptation plans. Draft conclusions proposed by the Chair.|UNFCCC. Subsidiary Body for Implementation (SBI)|http://unfccc.int/resource/docs/2012/sbi/eng/l07.pdf|EN||Subsidiary Body for Implementation (SBI), Thirty-sixth session, 14-25 May 2012, Bonn, Germany|meeting papers|national adaptation plans|Adaptation Committee;GEF;Green Climate Fund;LDC Fund;least developed countries;LEG||2012-05-22|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006897|FCCC-SBSTA-2012-L.4.pdf|FCCC/SBSTA/2012/L.4|Nairobi work programme on impacts, vulnerability and adaptation to climate change. Draft conclusions proposed by the Chair.|UNFCCC. Subsidiary Body for Scientific and Technological Advice (SBSTA)|http://unfccc.int/resource/docs/2012/sbsta/eng/l04.pdf|EN||Subsidiary Body for Scientific and Technological Advice (SBSTA), Thirty-sixth session, 14-25 May 2012, Bonn, Germany|meeting papers|Nairobi work programme|adaptation to climate change;climate impacts;vulnerability||2012-05-22|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006891|FCCC-SBSTA-2012-MISC.6-Add.3.pdf|FCCC/SBSTA/2012/MISC.6/Add.3|Views on issues relating to agriculture. Submissions from Parties. Addendum.|UNFCCC. Secretariat;Bangladesh|http://unfccc.int/resource/docs/2012/sbsta/eng/misc06a03.pdf|EN|In addition to the 20 submissions contained in document FCCC/SBSTA/2012/MISC.6, the two submissions contained in document FCCC/SBSTA/2012/MISC.6/Add.1, and the submission contained in document FCCC/SBSTA/2012/MISC.6/Add.2, one further submission has been received. In accordance with the procedure for miscellaneous documents, this submission is attached and reproduced in the language in which it was received and without formal editing|Subsidiary Body for Scientific and Technological Advice (SBSTA), Thirty-sixth session, 14-25 May 2012, Bonn, Germany|submissions by parties and organizations|agriculture|capacity building;financing;funds;mitigation;technology||2012-05-21|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006794|FCCC-SBI-2012-INF.2.pdf|FCCC/SBI/2012/INF.2|Views of the Adaptation Fund Board on the report of the review of the interim arrangements of the Adaptation Fund. Note by the secretariat.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2012/sbi/eng/inf02.pdf|EN|Decision 7/CMP.7, paragraph 1, requested the Adaptation Fund Board to submit to the secretariat, as soon as possible after its first meeting in March 2012, its views on the report on the review of the interim arrangements of the Adaptation Fund for inclusion in an information document. The views of the Adaptation Fund Board on the report of the review of the interim arrangements of the Adaptation Fund, which were received from the Adaptation Fund Board secretariat on 12 May 2012, are given in the annex. As this document was received by the secretariat after the due date it has been published as received from the Adaptation Fund Board and without formal editing|Subsidiary Body for Implementation (SBI), Thirty-sixth session, 14-25 May 2012, Bonn, Germany|meeting papers|Adaptation Fund|Adaptation Fund Board||2012-05-13|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006860|FCCC-SBSTA-2012-MISC.6-Add.2.pdf|FCCC/SBSTA/2012/MISC.6/Add.2|Views on issues relating to agriculture. Submissions from Parties. Addendum.|UNFCCC. Secretariat;Canada|http://unfccc.int/resource/docs/2012/sbsta/eng/misc06a02.pdf|EN|In addition to the 20 submissions contained in document FCCC/SBSTA/2012/MISC.6, and the two submissions contained in document FCCC/SBSTA/2012/MISC.6/Add.1, one further submission has been received. In accordance with the procedure for miscellaneous documents, this submission is attached and reproduced in the language in which it was received and without formal editing|Subsidiary Body for Scientific and Technological Advice (SBSTA), Thirty-sixth session, 14-25 May 2012, Bonn, Germany|submissions by parties and organizations|agriculture|capacity building;financing;funds;mitigation;technology||2012-05-09|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006858|FCCC-SBI-2012-MISC.2-Add.1.pdf|FCCC/SBI/2012/MISC.2/Add.1|Information on support to the national adaptation plan process in the least developed countries. Submissions from Parties and relevant organizations as well as bilateral and multilateral agencies. Addendum.|UNFCCC. Secretariat;Swaziland;African States|http://unfccc.int/resource/docs/2012/sbi/eng/misc02a01.pdf|EN|In addition to the submissions contained in document FCCC/SBI/2012/MISC.2, one further submission has been received. In accordance with the procedure for miscellaneous documents, this submission is attached and reproduced in the language in which it was received and without formal editing|Subsidiary Body for Implementation (SBI), Thirty-sixth session, 14-25 May 2012, Bonn, Germany|submissions by parties and organizations|national adaptation plans|least developed countries;specialized agencies;UN System||2012-05-07|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006853|FCCC-SBSTA-2012-MISC.6-Add.1.pdf|FCCC/SBSTA/2012/MISC.6/Add.1|Views on issues relating to agriculture. Submissions from Parties. Addendum.|UNFCCC. Secretariat;Australia;Bolivia (Plurinational State of)|http://unfccc.int/resource/docs/2012/sbsta/eng/misc06a01.pdf|EN|In addition to the 20 submissions contained in document FCCC/SBSTA/2012/MISC.6, two further submissions have been received. In accordance with the procedure for miscellaneous documents, these submissions are attached and reproduced in the language in which they were received and without formal editing|Subsidiary Body for Scientific and Technological Advice (SBSTA), Thirty-sixth session, 14-25 May 2012, Bonn, Germany|submissions by parties and organizations|agriculture|capacity building;financing;funds;mitigation;technology||2012-05-03|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006782|FCCC-ADP-2012-MISC.3.pdf|FCCC/ADP/2012/MISC.3|Views on a workplan for the Ad Hoc Working Group on the Durban Platform for Enhanced Action. Submissions from Parties.|UNFCCC. Secretariat;Argentina;Bolivia (Plurinational State of);Brazil;China;Denmark;European Commission;European Union;Honduras;India;Japan;Russian Federation;Switzerland;Environmental Integrity Group;United States of America;Uzbekistan|http://unfccc.int/resource/docs/2012/adp1/eng/misc03.pdf|EN|The Conference of the Parties, at its seventeenth session, decided that the Ad Hoc Working Group on the Durban Platform for Enhanced Action shall plan its work in the first half of 2012, including, inter alia, on mitigation, adaptation, finance, technology development and transfer, transparency of action and support, and capacity-building, drawing upon submissions from Parties and relevant technical, social and economic information and expertise (decision 1/CP.17, para. 5). The secretariat has received 12 such submissions from Parties. In accordance with the procedure for miscellaneous documents, these submissions are attached and reproduced in the languages in which they were received and without formal editing. The secretariat will continue to post any submissions received after the issuance of the present document on the UNFCCC website|Ad Hoc Working Group on the Durban Platform for Enhanced Action (ADP), First session, 17-24 May 2012, Bonn, Germany|submissions by parties and organizations||work programme||2012-04-30|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006796|FCCC-SBI-2012-8.pdf|FCCC/SBI/2012/8|Synthesis report on the support for the national adaptation plan process for the least developed countries. Note by the secretariat.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2012/sbi/eng/08.pdf|EN|This report synthesizes the views submitted by Parties and relevant organizations and agencies on support for the national adaptation plan (NAP) process for least developed countries (LDCs). It reports on the following: how organizations and agencies have responded to the invitation to support the NAP process in LDCs and to consider establishing support programmes, support for the NAP process for LDCs, and information provided by the Global Environment Facility, as an operating entity of the financial mechanism for the operation of the Least Developed Countries Fund, on how it could enable activities undertaken as part of the NAP process in LDCs. The report concludes by providing views on the possible next steps|Subsidiary Body for Implementation (SBI), Thirty-sixth session, 14-25 May 2012, Bonn, Germany|meeting papers|national adaptation plans|financial mechanism;GEF;least developed countries||2012-04-30|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006795|FCCC-SBI-2012-7.pdf|FCCC/SBI/2012/7|Report on the twenty-first meeting of the Least Developed Countries Expert Group. Note by the secretariat.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2012/sbi/eng/07.pdf|EN|This document reports on the twenty-first meeting of the Least Developed Countries Expert Group (LEG), held in Thimphu, Bhutan, from 9 to 13 March 2012, and provides a two-year rolling work programme for 2012&#8211;2013 and an update on the efforts of the LEG to implement its work. The report includes a summary of the status of preparation and implementation of national adaptation programmes of action (NAPAs). In addition, it provides information on the planning process for the upcoming LEG regional training workshops, as well as a summary of the discussions on the technical guidelines for the national adaptation plan process. The report provides details of the discussions with the Global Environment Facility and its agencies on the latest experiences, emerging issues and gaps in developing NAPA projects, and the discussions on further specifications for the elements of the least developed countries work programme other than the NAPA. Issues discussed during a meeting between the LEG and Bhutan's NAPA team are also presented|Subsidiary Body for Implementation (SBI), Thirty-sixth session, 14-25 May 2012, Bonn, Germany|meeting papers|LDC Expert Group (LEG)|conferences;GEF;least developed countries;work programme|Bhutan|2012-04-25|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006813|FCCC-SBI-2012-INF.1.pdf|FCCC/SBI/2012/INF.1|Report on the policy and budgetary implications of funding the travel and participation in meetings of the constituted bodies of all members and alternate members. Note by the secretariat.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2012/sbi/eng/inf01.pdf|EN|This report was prepared in response to a request made by the Conference of the Parties serving as the meeting of the Parties to the Kyoto Protocol, at its seventh session, for the secretariat to prepare a report on the policy and budgetary implications of funding the travel and participation in meetings of the constituted bodies of all members and alternate members for consideration by the Subsidiary Body for Implementation at its thirty-sixth session (see decision 12/CMP.7, para. 4)|Subsidiary Body for Implementation (SBI), Thirty-sixth session, 14-25 May 2012, Bonn, Germany|meeting papers|administrative matters|Adaptation Committee;administrative and financial matters;Compliance Committee;JISC||2012-04-17|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006814|FCCC-SBSTA-2012-INF.1.pdf|FCCC/SBSTA/2012/INF.1|Progress made in implementing activities under the Nairobi work programme on impacts, vulnerability and adaptation to climate change. Note by the secretariat.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2012/sbsta/eng/inf01.pdf|EN|This report provides an overview of the progress made in implementing activities under the Nairobi work programme on impacts, vulnerability and adaptation to climate change since the thirty-fifth session of the Subsidiary Body for Scientific and Technological Advice. It describes the continued engagement of organizations, institutions, experts, communities and the private sector in the activities of the Nairobi work programme, as well as examples of collaborative activities between Nairobi work programme partner organizations, Parties and the private sector that are currently being carried out. This report further provides information on the dissemination of outputs produced under the Nairobi work programme. It concludes with a brief overview of mandated next steps|Subsidiary Body for Scientific and Technological Advice (SBSTA), Thirty-sixth session, 14-25 May 2012, Bonn, Germany|meeting papers|Nairobi work programme|adverse effects of climate change;vulnerability||2012-04-16|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006797|FCCC-SBI-2012-MISC.1.pdf|FCCC/SBI/2012/MISC.1|Information on how organizations and agencies have responded to the invitation to support the national adaptation plan process in the least developed countries and consider establishing support programmes. Submissions from United Nations organizations, specialized agencies and other relevant organizations, as well as bilateral and multilateral agencies.|UNFCCC. Secretariat;Food and Agriculture Organization of the United Nations (FAO);United Nations Development Programme (UNDP);United Nations Environment Programme (UNEP);World Bank|http://unfccc.int/resource/docs/2012/sbi/eng/misc01.pdf|EN|The Conference of the Parties, by decision 5/CP.17, invited United Nations organizations, specialized agencies and other relevant organizations, as well as bilateral and multilateral agencies, to support the national adaptation plan process in least developed country Parties and, where possible, to consider establishing support programmes for the national adaptation plan process within their mandates, as appropriate, which could facilitate financial and technical support to least developed country Parties, and to submit to the secretariat, by 13 February 2012, information on how they have responded to this invitation. The secretariat has received three such submissions. In accordance with the procedure for miscellaneous documents, these submissions are attached and reproduced in the language in which they were received and without formal editing|Subsidiary Body for Implementation (SBI), Thirty-sixth session, 14-25 May 2012, Bonn, Germany|submissions by parties and organizations|national adaptation plans|least developed countries;specialized agencies;UN System||2012-04-12|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006798|FCCC-SBI-2012-MISC.2.pdf|FCCC/SBI/2012/MISC.2|Information on support to the national adaptation plan process in the least developed countries. Submissions from Parties and relevant organizations as well as bilateral and multilateral agencies.|UNFCCC. Secretariat;Bangladesh;Denmark;European Commission;European Union;Gambia;Least Developed Countries;Indonesia;Japan;United States of America;International Organization for Migration (IOM);United Nations International Strategy for Disaster Reduction (UNISDR);World Health Organization|http://unfccc.int/resource/docs/2012/sbi/eng/misc02.pdf|EN|The Conference of the Parties, by decision 5/CP.17, invited Parties and relevant organizations, as well as bilateral and multilateral agencies, to submit to the secretariat, by 13 February 2012, information on support to the national adaptation plan process in least developed countries. The secretariat has received nine such submissions. In accordance with the procedure for miscellaneous documents, the six submissions from Parties and the three submissions from intergovernmental organizations are attached and reproduced in the language in which they were received and without formal editing|Subsidiary Body for Implementation (SBI), Thirty-sixth session, 14-25 May 2012, Bonn, Germany|submissions by parties and organizations|national adaptation plans|least developed countries;specialized agencies;UN System||2012-04-12|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006787|FCCC-SBI-2012-12.pdf|FCCC/SBI/2012/12|Progress report on the work of the Consultative Group of Experts on National Communications from Parties not included in Annex I to the Convention: report on the hands-on training workshop for the Africa region on vulnerability and adaptation assessment. Note by the secretariat.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2012/sbi/eng/12.pdf|EN|The Consultative Group of Experts on National Communications from Parties not included in Annex I to the Convention, in collaboration with the National Communications Support Programme, conducted a hands-on training workshop for the Africa region on vulnerability and adaptation assessment in Nairobi, Kenya, from 7 to 11 November 2011. This report outlines the proceedings of the workshop and summarizes the presentations and the feedback and recommendations from the participants of the workshop|Subsidiary Body for Implementation (SBI), Thirty-sixth session, 14-25 May 2012, Bonn, Germany|progress reports||adaptation assessment;Africa;groups of experts;national communications;vulnerability assessment||2012-03-30|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006824|FCCC-SBSTA-2012-INF.3.pdf|FCCC/SBSTA/2012/INF.3|Summary of cooperative activities with United Nations entities and intergovernmental organizations to contribute to the work under the Convention. Note by the secretariat.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2012/sbsta/eng/inf03.pdf|EN|The secretariat engages in collaborative activities, initiatives and programmes with United Nations entities, convention secretariats and intergovernmental organizations that enhance and contribute to the work under the Convention. The key objective of the secretariat in its work with international organizations is to support the implementation of the Convention and to support the UNFCCC process in an efficient and effective manner. This report includes information on relevant activities in which the secretariat has been involved with other intergovernmental organizations since the thirty-fourth session of the Subsidiary Body for Scientific and Technological Advice|Subsidiary Body for Scientific and Technological Advice (SBSTA), Thirty-sixth session, 14-25 May 2012, Bonn, Germany|meeting papers|international cooperation|biological diversity;capacity building;cooperation with international organizations;desertification;intergovernmental organizations;LULUCF;mitigation;research and systematic observation;sustainable development;technology;UN||2012-03-29|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006820|FCCC-SBSTA-2012-MISC.6.pdf|FCCC/SBSTA/2012/MISC.6|Views on issues relating to agriculture. Submissions from Parties.|UNFCCC. Secretariat;Burundi;China;Costa Rica;Denmark;European Commission;European Union;Gambia;Least Developed Countries;Iran (Islamic Republic of);Japan;Malawi;New Zealand;Philippines;Saudi Arabia;South Africa;Sudan;Swaziland;Group of African States;Switzerland;Environmental Integrity Group;Uganda;United Republic of Tanzania;United States of America;Uruguay;Zambia|http://unfccc.int/resource/docs/2012/sbsta/eng/misc06.pdf|EN|The Conference of the Parties, at its seventeenth session, invited Parties and admitted observer organizations to submit to the secretariat, by 5 March 2012, their views on issues relating to agriculture. It requested the secretariat to compile the submissions from Parties into a miscellaneous document for consideration by the Subsidiary Body for Scientific and Technological Advice at its thirty-sixth session (decision 2/CP.17, paras. 76-77). The secretariat has received 20 such submissions from Parties. In accordance with the procedure for miscellaneous documents, these submissions are attached and reproduced in the language in which they were received and without formal editing. The five submissions received from intergovernmental organizations and the 24 submissions received from 22 non-governmental organizations have been posted on the UNFCCC website|Subsidiary Body for Scientific and Technological Advice (SBSTA), Thirty-sixth session, 14-25 May 2012, Bonn, Germany|submissions by parties and organizations|agriculture|capacity building;financing;funds;mitigation;technology||2012-03-27|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006799|FCCC-SBI-2012-MISC.3.pdf|FCCC/SBI/2012/MISC.3|Information from the Global Environment Facility, as an operating entity of the financial mechanism for the operation of the Least Developed Countries Fund, on how it could enable activities undertaken as part of the national adaptation plan process in the least developed countries. Submission from the Global Environment Facility.|UNFCCC. Secretariat;Global Environment Facility (GEF)|http://unfccc.int/resource/docs/2012/sbi/eng/misc03.pdf|EN||Subsidiary Body for Implementation (SBI), Thirty-sixth session, 14-25 May 2012, Bonn, Germany|submissions by parties and organizations|LDC Fund;national adaptation plans|financial mechanism;GEF;least developed countries||2012-03-22|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006772|FCCC-CP-2011-9-Add.1.pdf|FCCC/CP/2011/9/Add.1|Report of the Conference of the Parties on its seventeenth session, held in Durban from 28 November to 11 December 2011. Addendum. Part two: Action taken by the Conference of the Parties at its seventeenth session.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2011/cop17/eng/09a01.pdf|EN|Part two: Action taken by the Conference of the Parties at its seventeenth session|Durban Climate Change Conference - November 2011, COP 17|meeting reports|UNFCCC|commitments;conference reports;Green Climate Fund;science and technology;technology transfer||2012-03-15|2012
http://unfccc.int/documentation/documents/advanced_search/items/6911.php?priref=600006773|FCCC-CP-2011-9-Add.2.pdf|FCCC/CP/2011/9/Add.2|Report of the Conference of the Parties on its seventeenth session, held in Durban from 28 November to 11 December 2011. Addendum. Part two: Action taken by the Conference of the Parties at its seventeenth session.|UNFCCC. Secretariat|http://unfccc.int/resource/docs/2011/cop17/eng/09a02.pdf|EN|Part two: Action taken by the Conference of the Parties at its seventeenth session|Durban Climate Change Conference - November 2011, COP 17|meeting reports|UNFCCC|adaptation to climate change;administrative and financial matters;Annex I Parties;capacity building;conference reports;emission inventories;GEF;LDC Fund;least developed countries;Nairobi work programme;non-Annex I;work programme||2012-03-15|2012
